T	Origin	Destination	Distance	TripTime
98	0	1	5	5
98	0	2	25	25
98	0	3	4	4
98	0	4	8	8
98	1	0	5	5
98	1	1	2	2
98	1	2	22	22
98	1	3	3	3
98	1	4	6	6
98	2	0	25	25
98	2	1	22	22
98	2	2	2	2
98	2	3	20	20
98	2	4	13	13
98	3	0	4	4
98	3	1	2	2
98	3	2	20	20
98	3	3	3	3
98	3	4	5	5
98	4	0	8	8
98	4	1	6	6
98	4	2	13	13
98	4	3	5	5
98	4	4	4	4
97	0	0	3	3
97	0	1	5	5
97	0	2	25	25
97	0	3	4	4
97	0	4	8	8
97	1	0	5	5
97	1	1	2	2
97	1	2	22	22
97	1	3	3	3
97	1	4	6	6
97	2	0	25	25
97	2	1	22	22
97	2	2	2	2
97	2	3	20	20
97	2	4	13	13
97	3	0	4	4
97	3	1	2	2
97	3	2	20	20
97	3	3	3	3
97	3	4	5	5
97	4	0	8	8
97	4	1	6	6
97	4	2	13	13
97	4	3	5	5
97	4	4	4	4
96	0	0	3	3
96	0	1	5	5
96	0	2	25	25
96	0	3	4	4
96	0	4	8	8
96	1	0	5	5
96	1	1	2	2
96	1	2	22	22
96	1	3	3	3
96	1	4	6	6
96	2	0	25	25
96	2	1	22	22
96	2	2	2	2
96	2	3	20	20
96	2	4	13	13
96	3	0	4	4
96	3	1	2	2
96	3	2	20	20
96	3	3	3	3
96	3	4	5	5
96	4	0	8	8
96	4	1	6	6
96	4	2	13	13
96	4	3	5	5
96	4	4	4	4
95	0	0	3	3
95	0	1	5	5
95	0	2	25	25
95	0	3	4	4
95	0	4	8	8
95	1	0	5	5
95	1	1	2	2
95	1	2	22	22
95	1	3	3	3
95	1	4	6	6
95	2	0	25	25
95	2	1	22	22
95	2	2	2	2
95	2	3	20	20
95	2	4	13	13
95	3	0	4	4
95	3	1	2	2
95	3	2	20	20
95	3	3	3	3
95	3	4	5	5
95	4	0	8	8
95	4	1	6	6
95	4	2	13	13
95	4	3	5	5
95	4	4	4	4
94	0	0	3	3
94	0	1	5	5
94	0	2	25	25
94	0	3	4	4
94	0	4	8	8
94	1	0	5	5
94	1	1	2	2
94	1	2	22	22
94	1	3	3	3
94	1	4	6	6
94	2	0	25	25
94	2	1	22	22
94	2	2	2	2
94	2	3	20	20
94	2	4	13	13
94	3	0	4	4
94	3	1	2	2
94	3	2	20	20
94	3	3	3	3
94	3	4	5	5
94	4	0	8	8
94	4	1	6	6
94	4	2	13	13
94	4	3	5	5
94	4	4	4	4
93	0	0	3	3
93	0	1	5	5
93	0	2	25	25
93	0	3	4	4
93	0	4	8	8
93	1	0	5	5
93	1	1	2	2
93	1	2	22	22
93	1	3	3	3
93	1	4	6	6
93	2	0	25	25
93	2	1	22	22
93	2	2	2	2
93	2	3	20	20
93	2	4	13	13
93	3	0	4	4
93	3	1	2	2
93	3	2	20	20
93	3	3	3	3
93	3	4	5	5
93	4	0	8	8
93	4	1	6	6
93	4	2	13	13
93	4	3	5	5
93	4	4	4	4
92	0	0	3	3
92	0	1	5	5
92	0	2	25	25
92	0	3	4	4
92	0	4	8	8
92	1	0	5	5
92	1	1	2	2
92	1	2	22	22
92	1	3	3	3
92	1	4	6	6
92	2	0	25	25
92	2	1	22	22
92	2	2	2	2
92	2	3	20	20
92	2	4	13	13
92	3	0	4	4
92	3	1	2	2
92	3	2	20	20
92	3	3	3	3
92	3	4	5	5
92	4	0	8	8
92	4	1	6	6
92	4	2	13	13
92	4	3	5	5
92	4	4	4	4
91	0	0	3	3
91	0	1	5	5
91	0	2	25	25
91	0	3	4	4
91	0	4	8	8
91	1	0	5	5
91	1	1	2	2
91	1	2	22	22
91	1	3	3	3
91	1	4	6	6
91	2	0	25	25
91	2	1	22	22
91	2	2	2	2
91	2	3	20	20
91	2	4	13	13
91	3	0	4	4
91	3	1	2	2
91	3	2	20	20
91	3	3	3	3
91	3	4	5	5
91	4	0	8	8
91	4	1	6	6
91	4	2	13	13
91	4	3	5	5
91	4	4	4	4
90	0	0	3	3
90	0	1	5	5
90	0	2	25	25
90	0	3	4	4
90	0	4	8	8
90	1	0	5	5
90	1	1	2	2
90	1	2	22	22
90	1	3	3	3
90	1	4	6	6
90	2	0	25	25
90	2	1	22	22
90	2	2	2	2
90	2	3	20	20
90	2	4	13	13
90	3	0	4	4
90	3	1	2	2
90	3	2	20	20
90	3	3	3	3
90	3	4	5	5
90	4	0	8	8
90	4	1	6	6
90	4	2	13	13
90	4	3	5	5
90	4	4	4	4
89	0	0	3	3
89	0	1	5	5
89	0	2	25	25
89	0	3	4	4
89	0	4	8	8
89	1	0	5	5
89	1	1	2	2
89	1	2	22	22
89	1	3	3	3
89	1	4	6	6
89	2	0	25	25
89	2	1	22	22
89	2	2	2	2
89	2	3	20	20
89	2	4	13	13
89	3	0	4	4
89	3	1	2	2
89	3	2	20	20
89	3	3	3	3
89	3	4	5	5
89	4	0	8	8
89	4	1	6	6
89	4	2	13	13
89	4	3	5	5
89	4	4	4	4
88	0	0	3	3
88	0	1	5	5
88	0	2	25	25
88	0	3	4	4
88	0	4	8	8
88	1	0	5	5
88	1	1	2	2
88	1	2	22	22
88	1	3	3	3
88	1	4	6	6
88	2	0	25	25
88	2	1	22	22
88	2	2	2	2
88	2	3	20	20
88	2	4	13	13
88	3	0	4	4
88	3	1	2	2
88	3	2	20	20
88	3	3	3	3
88	3	4	5	5
88	4	0	8	8
88	4	1	6	6
88	4	2	13	13
88	4	3	5	5
88	4	4	4	4
87	0	0	3	3
87	0	1	5	5
87	0	2	25	25
87	0	3	4	4
87	0	4	8	8
87	1	0	5	5
87	1	1	2	2
87	1	2	22	22
87	1	3	3	3
87	1	4	6	6
87	2	0	25	25
87	2	1	22	22
87	2	2	2	2
87	2	3	20	20
87	2	4	13	13
87	3	0	4	4
87	3	1	2	2
87	3	2	20	20
87	3	3	3	3
87	3	4	5	5
87	4	0	8	8
87	4	1	6	6
87	4	2	13	13
87	4	3	5	5
87	4	4	4	4
86	0	0	3	3
86	0	1	5	5
86	0	2	25	25
86	0	3	4	4
86	0	4	8	8
86	1	0	5	5
86	1	1	2	2
86	1	2	22	22
86	1	3	3	3
86	1	4	6	6
86	2	0	25	25
86	2	1	22	22
86	2	2	2	2
86	2	3	20	20
86	2	4	13	13
86	3	0	4	4
86	3	1	2	2
86	3	2	20	20
86	3	3	3	3
86	3	4	5	5
86	4	0	8	8
86	4	1	6	6
86	4	2	13	13
86	4	3	5	5
86	4	4	4	4
85	0	0	3	3
85	0	1	5	5
85	0	2	25	25
85	0	3	4	4
85	0	4	8	8
85	1	0	5	5
85	1	1	2	2
85	1	2	22	22
85	1	3	3	3
85	1	4	6	6
85	2	0	25	25
85	2	1	22	22
85	2	2	2	2
85	2	3	20	20
85	2	4	13	13
85	3	0	4	4
85	3	1	2	2
85	3	2	20	20
85	3	3	3	3
85	3	4	5	5
85	4	0	8	8
85	4	1	6	6
85	4	2	13	13
85	4	3	5	5
85	4	4	4	4
84	0	0	3	3
84	0	1	5	5
84	0	2	25	25
84	0	3	4	4
84	0	4	8	8
84	1	0	5	5
84	1	1	2	2
84	1	2	22	22
84	1	3	3	3
84	1	4	6	6
84	2	0	25	25
84	2	1	22	22
84	2	2	2	2
84	2	3	20	20
84	2	4	13	13
84	3	0	4	4
84	3	1	2	2
84	3	2	20	20
84	3	3	3	3
84	3	4	5	5
84	4	0	8	8
84	4	1	6	6
84	4	2	13	13
84	4	3	5	5
84	4	4	4	4
83	0	0	3	3
83	0	1	5	5
83	0	2	25	25
83	0	3	4	4
83	0	4	8	8
83	1	0	5	5
83	1	1	2	2
83	1	2	22	22
83	1	3	3	3
83	1	4	6	6
83	2	0	25	25
83	2	1	22	22
83	2	2	2	2
83	2	3	20	20
83	2	4	13	13
83	3	0	4	4
83	3	1	2	2
83	3	2	20	20
83	3	3	3	3
83	3	4	5	5
83	4	0	8	8
83	4	1	6	6
83	4	2	13	13
83	4	3	5	5
83	4	4	4	4
82	0	0	3	3
82	0	1	5	5
82	0	2	25	25
82	0	3	4	4
82	0	4	8	8
82	1	0	5	5
82	1	1	2	2
82	1	2	22	22
82	1	3	3	3
82	1	4	6	6
82	2	0	25	25
82	2	1	22	22
82	2	2	2	2
82	2	3	20	20
82	2	4	13	13
82	3	0	4	4
82	3	1	2	2
82	3	2	20	20
82	3	3	3	3
82	3	4	5	5
82	4	0	8	8
82	4	1	6	6
82	4	2	13	13
82	4	3	5	5
82	4	4	4	4
81	0	0	3	3
81	0	1	5	5
81	0	2	25	25
81	0	3	4	4
81	0	4	8	8
81	1	0	5	5
81	1	1	2	2
81	1	2	22	22
81	1	3	3	3
81	1	4	6	6
81	2	0	25	25
81	2	1	22	22
81	2	2	2	2
81	2	3	20	20
81	2	4	13	13
81	3	0	4	4
81	3	1	2	2
81	3	2	20	20
81	3	3	3	3
81	3	4	5	5
81	4	0	8	8
81	4	1	6	6
81	4	2	13	13
81	4	3	5	5
81	4	4	4	4
80	0	0	3	3
80	0	1	5	5
80	0	2	25	25
80	0	3	4	4
80	0	4	8	8
80	1	0	5	5
80	1	1	2	2
80	1	2	22	22
80	1	3	3	3
80	1	4	6	6
80	2	0	25	25
80	2	1	22	22
80	2	2	2	2
80	2	3	20	20
80	2	4	13	13
80	3	0	4	4
80	3	1	2	2
80	3	2	20	20
80	3	3	3	3
80	3	4	5	5
80	4	0	8	8
80	4	1	6	6
80	4	2	13	13
80	4	3	5	5
80	4	4	4	4
79	0	0	3	3
79	0	1	5	5
79	0	2	25	25
79	0	3	4	4
79	0	4	8	8
79	1	0	5	5
79	1	1	2	2
79	1	2	22	22
79	1	3	3	3
79	1	4	6	6
79	2	0	25	25
79	2	1	22	22
79	2	2	2	2
79	2	3	20	20
79	2	4	13	13
79	3	0	4	4
79	3	1	2	2
79	3	2	20	20
79	3	3	3	3
79	3	4	5	5
79	4	0	8	8
79	4	1	6	6
79	4	2	13	13
79	4	3	5	5
79	4	4	4	4
78	0	0	3	3
78	0	1	5	5
78	0	2	25	25
78	0	3	4	4
78	0	4	8	8
78	1	0	5	5
78	1	1	2	2
78	1	2	22	22
78	1	3	3	3
78	1	4	6	6
78	2	0	25	25
78	2	1	22	22
78	2	2	2	2
78	2	3	20	20
78	2	4	13	13
78	3	0	4	4
78	3	1	2	2
78	3	2	20	20
78	3	3	3	3
78	3	4	5	5
78	4	0	8	8
78	4	1	6	6
78	4	2	13	13
78	4	3	5	5
78	4	4	4	4
77	0	0	3	3
77	0	1	5	5
77	0	2	25	25
77	0	3	4	4
77	0	4	8	8
77	1	0	5	5
77	1	1	2	2
77	1	2	22	22
77	1	3	3	3
77	1	4	6	6
77	2	0	25	25
77	2	1	22	22
77	2	2	2	2
77	2	3	20	20
77	2	4	13	13
77	3	0	4	4
77	3	1	2	2
77	3	2	20	20
77	3	3	3	3
77	3	4	5	5
77	4	0	8	8
77	4	1	6	6
77	4	2	13	13
77	4	3	5	5
77	4	4	4	4
76	0	0	3	3
76	0	1	5	5
76	0	2	25	25
76	0	3	4	4
76	0	4	8	8
76	1	0	5	5
76	1	1	2	2
76	1	2	22	22
76	1	3	3	3
76	1	4	6	6
76	2	0	25	25
76	2	1	22	22
76	2	2	2	2
76	2	3	20	20
76	2	4	13	13
76	3	0	4	4
76	3	1	2	2
76	3	2	20	20
76	3	3	3	3
76	3	4	5	5
76	4	0	8	8
76	4	1	6	6
76	4	2	13	13
76	4	3	5	5
76	4	4	4	4
75	0	0	3	3
75	0	1	5	5
75	0	2	25	25
75	0	3	4	4
75	0	4	8	8
75	1	0	5	5
75	1	1	2	2
75	1	2	22	22
75	1	3	3	3
75	1	4	6	6
75	2	0	25	25
75	2	1	22	22
75	2	2	2	2
75	2	3	20	20
75	2	4	13	13
75	3	0	4	4
75	3	1	2	2
75	3	2	20	20
75	3	3	3	3
75	3	4	5	5
75	4	0	8	8
75	4	1	6	6
75	4	2	13	13
75	4	3	5	5
75	4	4	4	4
74	0	0	3	3
74	0	1	5	5
74	0	2	25	25
74	0	3	4	4
74	0	4	8	8
74	1	0	5	5
74	1	1	2	2
74	1	2	22	22
74	1	3	3	3
74	1	4	6	6
74	2	0	25	25
74	2	1	22	22
74	2	2	2	2
74	2	3	20	20
74	2	4	13	13
74	3	0	4	4
74	3	1	2	2
74	3	2	20	20
74	3	3	3	3
74	3	4	5	5
74	4	0	8	8
74	4	1	6	6
74	4	2	13	13
74	4	3	5	5
74	4	4	4	4
73	0	0	3	3
73	0	1	5	5
73	0	2	25	25
73	0	3	4	4
73	0	4	8	8
73	1	0	5	5
73	1	1	2	2
73	1	2	22	22
73	1	3	3	3
73	1	4	6	6
73	2	0	25	25
73	2	1	22	22
73	2	2	2	2
73	2	3	20	20
73	2	4	13	13
73	3	0	4	4
73	3	1	2	2
73	3	2	20	20
73	3	3	3	3
73	3	4	5	5
73	4	0	8	8
73	4	1	6	6
73	4	2	13	13
73	4	3	5	5
73	4	4	4	4
72	0	0	3	3
72	0	1	5	5
72	0	2	25	25
72	0	3	4	4
72	0	4	8	8
72	1	0	5	5
72	1	1	2	2
72	1	2	22	22
72	1	3	3	3
72	1	4	6	6
72	2	0	25	25
72	2	1	22	22
72	2	2	2	2
72	2	3	20	20
72	2	4	13	13
72	3	0	4	4
72	3	1	2	2
72	3	2	20	20
72	3	3	3	3
72	3	4	5	5
72	4	0	8	8
72	4	1	6	6
72	4	2	13	13
72	4	3	5	5
72	4	4	4	4
71	0	0	3	3
71	0	1	5	5
71	0	2	25	25
71	0	3	4	4
71	0	4	8	8
71	1	0	5	5
71	1	1	2	2
71	1	2	22	22
71	1	3	3	3
71	1	4	6	6
71	2	0	25	25
71	2	1	22	22
71	2	2	2	2
71	2	3	20	20
71	2	4	13	13
71	3	0	4	4
71	3	1	2	2
71	3	2	20	20
71	3	3	3	3
71	3	4	5	5
71	4	0	8	8
71	4	1	6	6
71	4	2	13	13
71	4	3	5	5
71	4	4	4	4
70	0	0	3	3
70	0	1	5	5
70	0	2	25	25
70	0	3	4	4
70	0	4	8	8
70	1	0	5	5
70	1	1	2	2
70	1	2	22	22
70	1	3	3	3
70	1	4	6	6
70	2	0	25	25
70	2	1	22	22
70	2	2	2	2
70	2	3	20	20
70	2	4	13	13
70	3	0	4	4
70	3	1	2	2
70	3	2	20	20
70	3	3	3	3
70	3	4	5	5
70	4	0	8	8
70	4	1	6	6
70	4	2	13	13
70	4	3	5	5
70	4	4	4	4
69	0	0	3	3
69	0	1	5	5
69	0	2	25	25
69	0	3	4	4
69	0	4	8	8
69	1	0	5	5
69	1	1	2	2
69	1	2	22	22
69	1	3	3	3
69	1	4	6	6
69	2	0	25	25
69	2	1	22	22
69	2	2	2	2
69	2	3	20	20
69	2	4	13	13
69	3	0	4	4
69	3	1	2	2
69	3	2	20	20
69	3	3	3	3
69	3	4	5	5
69	4	0	8	8
69	4	1	6	6
69	4	2	13	13
69	4	3	5	5
69	4	4	4	4
68	0	0	3	3
68	0	1	5	5
68	0	2	25	25
68	0	3	4	4
68	0	4	8	8
68	1	0	5	5
68	1	1	2	2
68	1	2	22	22
68	1	3	3	3
68	1	4	6	6
68	2	0	25	25
68	2	1	22	22
68	2	2	2	2
68	2	3	20	20
68	2	4	13	13
68	3	0	4	4
68	3	1	2	2
68	3	2	20	20
68	3	3	3	3
68	3	4	5	5
68	4	0	8	8
68	4	1	6	6
68	4	2	13	13
68	4	3	5	5
68	4	4	4	4
67	0	0	3	3
67	0	1	5	5
67	0	2	25	25
67	0	3	4	4
67	0	4	8	8
67	1	0	5	5
67	1	1	2	2
67	1	2	22	22
67	1	3	3	3
67	1	4	6	6
67	2	0	25	25
67	2	1	22	22
67	2	2	2	2
67	2	3	20	20
67	2	4	13	13
67	3	0	4	4
67	3	1	2	2
67	3	2	20	20
67	3	3	3	3
67	3	4	5	5
67	4	0	8	8
67	4	1	6	6
67	4	2	13	13
67	4	3	5	5
67	4	4	4	4
66	0	0	3	3
66	0	1	5	5
66	0	2	25	25
66	0	3	4	4
66	0	4	8	8
66	1	0	5	5
66	1	1	2	2
66	1	2	22	22
66	1	3	3	3
66	1	4	6	6
66	2	0	25	25
66	2	1	22	22
66	2	2	2	2
66	2	3	20	20
66	2	4	13	13
66	3	0	4	4
66	3	1	2	2
66	3	2	20	20
66	3	3	3	3
66	3	4	5	5
66	4	0	8	8
66	4	1	6	6
66	4	2	13	13
66	4	3	5	5
66	4	4	4	4
65	0	0	3	3
65	0	1	5	5
65	0	2	25	25
65	0	3	4	4
65	0	4	8	8
65	1	0	5	5
65	1	1	2	2
65	1	2	22	22
65	1	3	3	3
65	1	4	6	6
65	2	0	25	25
65	2	1	22	22
65	2	2	2	2
65	2	3	20	20
65	2	4	13	13
65	3	0	4	4
65	3	1	2	2
65	3	2	20	20
65	3	3	3	3
65	3	4	5	5
65	4	0	8	8
65	4	1	6	6
65	4	2	13	13
65	4	3	5	5
65	4	4	4	4
64	0	0	3	3
64	0	1	5	5
64	0	2	25	25
64	0	3	4	4
64	0	4	8	8
64	1	0	5	5
64	1	1	2	2
64	1	2	22	22
64	1	3	3	3
64	1	4	6	6
64	2	0	25	25
64	2	1	22	22
64	2	2	2	2
64	2	3	20	20
64	2	4	13	13
64	3	0	4	4
64	3	1	2	2
64	3	2	20	20
64	3	3	3	3
64	3	4	5	5
64	4	0	8	8
