T	Origin	Destination	Distance	TripTime
351	1	2	1	66
351	1	3	1	6
351	1	4	1	18
351	2	0	1	75
351	2	1	1	66
351	2	2	1	6
351	2	3	1	60
351	2	4	1	39
351	3	0	1	12
351	3	1	1	6
351	3	2	1	60
351	3	3	1	9
351	3	4	1	15
351	4	0	1	24
351	4	1	1	18
351	4	2	1	39
351	4	3	1	15
351	4	4	1	12
350	0	0	1	9
350	0	1	1	15
350	0	2	1	75
350	0	3	1	12
350	0	4	1	24
350	1	0	1	15
350	1	1	1	6
350	1	2	1	66
350	1	3	1	6
350	1	4	1	18
350	2	0	1	75
350	2	1	1	66
350	2	2	1	6
350	2	3	1	60
350	2	4	1	39
350	3	0	1	12
350	3	1	1	6
350	3	2	1	60
350	3	3	1	9
350	3	4	1	15
350	4	0	1	24
350	4	1	1	18
350	4	2	1	39
350	4	3	1	15
350	4	4	1	12
349	0	0	1	9
349	0	1	1	15
349	0	2	1	75
349	0	3	1	12
349	0	4	1	24
349	1	0	1	15
349	1	1	1	6
349	1	2	1	66
349	1	3	1	6
349	1	4	1	18
349	2	0	1	75
349	2	1	1	66
349	2	2	1	6
349	2	3	1	60
349	2	4	1	39
349	3	0	1	12
349	3	1	1	6
349	3	2	1	60
349	3	3	1	9
349	3	4	1	15
349	4	0	1	24
349	4	1	1	18
349	4	2	1	39
349	4	3	1	15
349	4	4	1	12
348	0	0	1	9
348	0	1	1	15
348	0	2	1	75
348	0	3	1	12
348	0	4	1	24
348	1	0	1	15
348	1	1	1	6
348	1	2	1	66
348	1	3	1	6
348	1	4	1	18
348	2	0	1	75
348	2	1	1	66
348	2	2	1	6
348	2	3	1	60
348	2	4	1	39
348	3	0	1	12
348	3	1	1	6
348	3	2	1	60
348	3	3	1	9
348	3	4	1	15
348	4	0	1	24
348	4	1	1	18
348	4	2	1	39
348	4	3	1	15
348	4	4	1	12
347	0	0	1	9
347	0	1	1	15
347	0	2	1	75
347	0	3	1	12
347	0	4	1	24
347	1	0	1	15
347	1	1	1	6
347	1	2	1	66
347	1	3	1	6
347	1	4	1	18
347	2	0	1	75
347	2	1	1	66
347	2	2	1	6
347	2	3	1	60
347	2	4	1	39
347	3	0	1	12
347	3	1	1	6
347	3	2	1	60
347	3	3	1	9
347	3	4	1	15
347	4	0	1	24
347	4	1	1	18
347	4	2	1	39
347	4	3	1	15
347	4	4	1	12
346	0	0	1	9
346	0	1	1	15
346	0	2	1	75
346	0	3	1	12
346	0	4	1	24
346	1	0	1	15
346	1	1	1	6
346	1	2	1	66
346	1	3	1	6
346	1	4	1	18
346	2	0	1	75
346	2	1	1	66
346	2	2	1	6
346	2	3	1	60
346	2	4	1	39
346	3	0	1	12
346	3	1	1	6
346	3	2	1	60
346	3	3	1	9
346	3	4	1	15
346	4	0	1	24
346	4	1	1	18
346	4	2	1	39
346	4	3	1	15
346	4	4	1	12
345	0	0	1	9
345	0	1	1	15
345	0	2	1	75
345	0	3	1	12
345	0	4	1	24
345	1	0	1	15
345	1	1	1	6
345	1	2	1	66
345	1	3	1	6
345	1	4	1	18
345	2	0	1	75
345	2	1	1	66
345	2	2	1	6
345	2	3	1	60
345	2	4	1	39
345	3	0	1	12
345	3	1	1	6
345	3	2	1	60
345	3	3	1	9
345	3	4	1	15
345	4	0	1	24
345	4	1	1	18
345	4	2	1	39
345	4	3	1	15
345	4	4	1	12
344	0	0	1	9
344	0	1	1	15
344	0	2	1	75
344	0	3	1	12
344	0	4	1	24
344	1	0	1	15
344	1	1	1	6
344	1	2	1	66
344	1	3	1	6
344	1	4	1	18
344	2	0	1	75
344	2	1	1	66
344	2	2	1	6
344	2	3	1	60
344	2	4	1	39
344	3	0	1	12
344	3	1	1	6
344	3	2	1	60
344	3	3	1	9
344	3	4	1	15
344	4	0	1	24
344	4	1	1	18
344	4	2	1	39
344	4	3	1	15
344	4	4	1	12
343	0	0	1	9
343	0	1	1	15
343	0	2	1	75
343	0	3	1	12
343	0	4	1	24
343	1	0	1	15
343	1	1	1	6
343	1	2	1	66
343	1	3	1	6
343	1	4	1	18
343	2	0	1	75
343	2	1	1	66
343	2	2	1	6
343	2	3	1	60
343	2	4	1	39
343	3	0	1	12
343	3	1	1	6
343	3	2	1	60
343	3	3	1	9
343	3	4	1	15
343	4	0	1	24
343	4	1	1	18
343	4	2	1	39
343	4	3	1	15
343	4	4	1	12
342	0	0	1	9
342	0	1	1	15
342	0	2	1	75
342	0	3	1	12
342	0	4	1	24
342	1	0	1	15
342	1	1	1	6
342	1	2	1	66
342	1	3	1	6
342	1	4	1	18
342	2	0	1	75
342	2	1	1	66
342	2	2	1	6
342	2	3	1	60
342	2	4	1	39
342	3	0	1	12
342	3	1	1	6
342	3	2	1	60
342	3	3	1	9
342	3	4	1	15
342	4	0	1	24
342	4	1	1	18
342	4	2	1	39
342	4	3	1	15
342	4	4	1	12
341	0	0	1	9
341	0	1	1	15
341	0	2	1	75
341	0	3	1	12
341	0	4	1	24
341	1	0	1	15
341	1	1	1	6
341	1	2	1	66
341	1	3	1	6
341	1	4	1	18
341	2	0	1	75
341	2	1	1	66
341	2	2	1	6
341	2	3	1	60
341	2	4	1	39
341	3	0	1	12
341	3	1	1	6
341	3	2	1	60
341	3	3	1	9
341	3	4	1	15
341	4	0	1	24
341	4	1	1	18
341	4	2	1	39
341	4	3	1	15
341	4	4	1	12
340	0	0	1	9
340	0	1	1	15
340	0	2	1	75
340	0	3	1	12
340	0	4	1	24
340	1	0	1	15
340	1	1	1	6
340	1	2	1	66
340	1	3	1	6
340	1	4	1	18
340	2	0	1	75
340	2	1	1	66
340	2	2	1	6
340	2	3	1	60
340	2	4	1	39
340	3	0	1	12
340	3	1	1	6
340	3	2	1	60
340	3	3	1	9
340	3	4	1	15
340	4	0	1	24
340	4	1	1	18
340	4	2	1	39
340	4	3	1	15
340	4	4	1	12
339	0	0	1	9
339	0	1	1	15
339	0	2	1	75
339	0	3	1	12
339	0	4	1	24
339	1	0	1	15
339	1	1	1	6
339	1	2	1	66
339	1	3	1	6
339	1	4	1	18
339	2	0	1	75
339	2	1	1	66
339	2	2	1	6
339	2	3	1	60
339	2	4	1	39
339	3	0	1	12
339	3	1	1	6
339	3	2	1	60
339	3	3	1	9
339	3	4	1	15
339	4	0	1	24
339	4	1	1	18
339	4	2	1	39
339	4	3	1	15
339	4	4	1	12
338	0	0	1	9
338	0	1	1	15
338	0	2	1	75
338	0	3	1	12
338	0	4	1	24
338	1	0	1	15
338	1	1	1	6
338	1	2	1	66
338	1	3	1	6
338	1	4	1	18
338	2	0	1	75
338	2	1	1	66
338	2	2	1	6
338	2	3	1	60
338	2	4	1	39
338	3	0	1	12
338	3	1	1	6
338	3	2	1	60
338	3	3	1	9
338	3	4	1	15
338	4	0	1	24
338	4	1	1	18
338	4	2	1	39
338	4	3	1	15
338	4	4	1	12
337	0	0	1	9
337	0	1	1	15
337	0	2	1	75
337	0	3	1	12
337	0	4	1	24
337	1	0	1	15
337	1	1	1	6
337	1	2	1	66
337	1	3	1	6
337	1	4	1	18
337	2	0	1	75
337	2	1	1	66
337	2	2	1	6
337	2	3	1	60
337	2	4	1	39
337	3	0	1	12
337	3	1	1	6
337	3	2	1	60
337	3	3	1	9
337	3	4	1	15
337	4	0	1	24
337	4	1	1	18
337	4	2	1	39
337	4	3	1	15
337	4	4	1	12
336	0	0	1	9
336	0	1	1	15
336	0	2	1	75
336	0	3	1	12
336	0	4	1	24
336	1	0	1	15
336	1	1	1	6
336	1	2	1	66
336	1	3	1	6
336	1	4	1	18
336	2	0	1	75
336	2	1	1	66
336	2	2	1	6
336	2	3	1	60
336	2	4	1	39
336	3	0	1	12
336	3	1	1	6
336	3	2	1	60
336	3	3	1	9
336	3	4	1	15
336	4	0	1	24
336	4	1	1	18
336	4	2	1	39
336	4	3	1	15
336	4	4	1	12
335	0	0	1	9
335	0	1	1	15
335	0	2	1	75
335	0	3	1	12
335	0	4	1	24
335	1	0	1	15
335	1	1	1	6
335	1	2	1	66
335	1	3	1	6
335	1	4	1	18
335	2	0	1	75
335	2	1	1	66
335	2	2	1	6
335	2	3	1	60
335	2	4	1	39
335	3	0	1	12
335	3	1	1	6
335	3	2	1	60
335	3	3	1	9
335	3	4	1	15
335	4	0	1	24
335	4	1	1	18
335	4	2	1	39
335	4	3	1	15
335	4	4	1	12
334	0	0	1	9
334	0	1	1	15
334	0	2	1	75
334	0	3	1	12
334	0	4	1	24
334	1	0	1	15
334	1	1	1	6
334	1	2	1	66
334	1	3	1	6
334	1	4	1	18
334	2	0	1	75
334	2	1	1	66
334	2	2	1	6
334	2	3	1	60
334	2	4	1	39
334	3	0	1	12
334	3	1	1	6
334	3	2	1	60
334	3	3	1	9
334	3	4	1	15
334	4	0	1	24
334	4	1	1	18
334	4	2	1	39
334	4	3	1	15
334	4	4	1	12
333	0	0	1	9
333	0	1	1	15
333	0	2	1	75
333	0	3	1	12
333	0	4	1	24
333	1	0	1	15
333	1	1	1	6
333	1	2	1	66
333	1	3	1	6
333	1	4	1	18
333	2	0	1	75
333	2	1	1	66
333	2	2	1	6
333	2	3	1	60
333	2	4	1	39
333	3	0	1	12
333	3	1	1	6
333	3	2	1	60
333	3	3	1	9
333	3	4	1	15
333	4	0	1	24
333	4	1	1	18
333	4	2	1	39
333	4	3	1	15
333	4	4	1	12
332	0	0	1	9
332	0	1	1	15
332	0	2	1	75
332	0	3	1	12
332	0	4	1	24
332	1	0	1	15
332	1	1	1	6
332	1	2	1	66
332	1	3	1	6
332	1	4	1	18
332	2	0	1	75
332	2	1	1	66
332	2	2	1	6
332	2	3	1	60
332	2	4	1	39
332	3	0	1	12
332	3	1	1	6
332	3	2	1	60
332	3	3	1	9
332	3	4	1	15
332	4	0	1	24
332	4	1	1	18
332	4	2	1	39
332	4	3	1	15
332	4	4	1	12
331	0	0	1	9
331	0	1	1	15
331	0	2	1	75
331	0	3	1	12
331	0	4	1	24
331	1	0	1	15
331	1	1	1	6
331	1	2	1	66
331	1	3	1	6
331	1	4	1	18
331	2	0	1	75
331	2	1	1	66
331	2	2	1	6
331	2	3	1	60
331	2	4	1	39
331	3	0	1	12
331	3	1	1	6
331	3	2	1	60
331	3	3	1	9
331	3	4	1	15
331	4	0	1	24
331	4	1	1	18
331	4	2	1	39
331	4	3	1	15
331	4	4	1	12
330	0	0	1	9
330	0	1	1	15
330	0	2	1	75
330	0	3	1	12
330	0	4	1	24
330	1	0	1	15
330	1	1	1	6
330	1	2	1	66
330	1	3	1	6
330	1	4	1	18
330	2	0	1	75
330	2	1	1	66
330	2	2	1	6
330	2	3	1	60
330	2	4	1	39
330	3	0	1	12
330	3	1	1	6
330	3	2	1	60
330	3	3	1	9
330	3	4	1	15
330	4	0	1	24
330	4	1	1	18
330	4	2	1	39
330	4	3	1	15
330	4	4	1	12
329	0	0	1	9
329	0	1	1	15
329	0	2	1	75
329	0	3	1	12
329	0	4	1	24
329	1	0	1	15
329	1	1	1	6
329	1	2	1	66
329	1	3	1	6
329	1	4	1	18
329	2	0	1	75
329	2	1	1	66
329	2	2	1	6
329	2	3	1	60
329	2	4	1	39
329	3	0	1	12
329	3	1	1	6
329	3	2	1	60
329	3	3	1	9
329	3	4	1	15
329	4	0	1	24
329	4	1	1	18
329	4	2	1	39
329	4	3	1	15
329	4	4	1	12
328	0	0	1	9
328	0	1	1	15
328	0	2	1	75
328	0	3	1	12
328	0	4	1	24
328	1	0	1	15
328	1	1	1	6
328	1	2	1	66
328	1	3	1	6
328	1	4	1	18
328	2	0	1	75
328	2	1	1	66
328	2	2	1	6
328	2	3	1	60
328	2	4	1	39
328	3	0	1	12
328	3	1	1	6
328	3	2	1	60
328	3	3	1	9
328	3	4	1	15
328	4	0	1	24
328	4	1	1	18
328	4	2	1	39
328	4	3	1	15
328	4	4	1	12
327	0	0	1	9
327	0	1	1	15
327	0	2	1	75
327	0	3	1	12
327	0	4	1	24
327	1	0	1	15
327	1	1	1	6
327	1	2	1	66
327	1	3	1	6
327	1	4	1	18
327	2	0	1	75
327	2	1	1	66
327	2	2	1	6
327	2	3	1	60
327	2	4	1	39
327	3	0	1	12
327	3	1	1	6
327	3	2	1	60
327	3	3	1	9
327	3	4	1	15
327	4	0	1	24
327	4	1	1	18
327	4	2	1	39
327	4	3	1	15
327	4	4	1	12
326	0	0	1	9
326	0	1	1	15
326	0	2	1	75
326	0	3	1	12
326	0	4	1	24
326	1	0	1	15
326	1	1	1	6
326	1	2	1	66
326	1	3	1	6
326	1	4	1	18
326	2	0	1	75
326	2	1	1	66
326	2	2	1	6
326	2	3	1	60
326	2	4	1	39
326	3	0	1	12
326	3	1	1	6
326	3	2	1	60
326	3	3	1	9
326	3	4	1	15
326	4	0	1	24
326	4	1	1	18
326	4	2	1	39
326	4	3	1	15
326	4	4	1	12
325	0	0	1	9
325	0	1	1	15
325	0	2	1	75
325	0	3	1	12
325	0	4	1	24
325	1	0	1	15
325	1	1	1	6
325	1	2	1	66
325	1	3	1	6
325	1	4	1	18
325	2	0	1	75
325	2	1	1	66
325	2	2	1	6
325	2	3	1	60
325	2	4	1	39
325	3	0	1	12
325	3	1	1	6
325	3	2	1	60
325	3	3	1	9
325	3	4	1	15
325	4	0	1	24
325	4	1	1	18
325	4	2	1	39
325	4	3	1	15
325	4	4	1	12
324	0	0	1	9
324	0	1	1	15
324	0	2	1	75
324	0	3	1	12
324	0	4	1	24
324	1	0	1	15
324	1	1	1	6
324	1	2	1	66
324	1	3	1	6
324	1	4	1	18
324	2	0	1	75
324	2	1	1	66
324	2	2	1	6
324	2	3	1	60
324	2	4	1	39
324	3	0	1	12
324	3	1	1	6
324	3	2	1	60
324	3	3	1	9
324	3	4	1	15
324	4	0	1	24
324	4	1	1	18
324	4	2	1	39
324	4	3	1	15
324	4	4	1	12
323	0	0	1	9
323	0	1	1	15
323	0	2	1	75
323	0	3	1	12
323	0	4	1	24
323	1	0	1	15
323	1	1	1	6
323	1	2	1	66
323	1	3	1	6
323	1	4	1	18
323	2	0	1	75
323	2	1	1	66
323	2	2	1	6
323	2	3	1	60
323	2	4	1	39
323	3	0	1	12
323	3	1	1	6
323	3	2	1	60
323	3	3	1	9
323	3	4	1	15
323	4	0	1	24
323	4	1	1	18
323	4	2	1	39
323	4	3	1	15
323	4	4	1	12
322	0	0	1	9
322	0	1	1	15
322	0	2	1	75
322	0	3	1	12
322	0	4	1	24
322	1	0	1	15
322	1	1	1	6
322	1	2	1	66
322	1	3	1	6
322	1	4	1	18
322	2	0	1	75
322	2	1	1	66
322	2	2	1	6
322	2	3	1	60
322	2	4	1	39
322	3	0	1	12
322	3	1	1	6
322	3	2	1	60
322	3	3	1	9
322	3	4	1	15
322	4	0	1	24
322	4	1	1	18
322	4	2	1	39
322	4	3	1	15
322	4	4	1	12
321	0	0	1	9
321	0	1	1	15
321	0	2	1	75
321	0	3	1	12
321	0	4	1	24
321	1	0	1	15
321	1	1	1	6
321	1	2	1	66
321	1	3	1	6
321	1	4	1	18
321	2	0	1	75
321	2	1	1	66
321	2	2	1	6
321	2	3	1	60
321	2	4	1	39
321	3	0	1	12
321	3	1	1	6
321	3	2	1	60
321	3	3	1	9
321	3	4	1	15
321	4	0	1	24
321	4	1	1	18
321	4	2	1	39
321	4	3	1	15
321	4	4	1	12
320	0	0	1	9
320	0	1	1	15
320	0	2	1	75
320	0	3	1	12
320	0	4	1	24
320	1	0	1	15
320	1	1	1	6
320	1	2	1	66
320	1	3	1	6
320	1	4	1	18
320	2	0	1	75
320	2	1	1	66
320	2	2	1	6
320	2	3	1	60
320	2	4	1	39
320	3	0	1	12
320	3	1	1	6
320	3	2	1	60
320	3	3	1	9
320	3	4	1	15
320	4	0	1	24
320	4	1	1	18
320	4	2	1	39
320	4	3	1	15
320	4	4	1	12
319	0	0	1	9
319	0	1	1	15
319	0	2	1	75
319	0	3	1	12
319	0	4	1	24
319	1	0	1	15
319	1	1	1	6
319	1	2	1	66
319	1	3	1	6
319	1	4	1	18
319	2	0	1	75
319	2	1	1	66
319	2	2	1	6
319	2	3	1	60
319	2	4	1	39
319	3	0	1	12
319	3	1	1	6
319	3	2	1	60
319	3	3	1	9
319	3	4	1	15
319	4	0	1	24
319	4	1	1	18
319	4	2	1	39
319	4	3	1	15
319	4	4	1	12
318	0	0	1	9
318	0	1	1	15
318	0	2	1	75
318	0	3	1	12
318	0	4	1	24
318	1	0	1	15
318	1	1	1	6
318	1	2	1	66
318	1	3	1	6
318	1	4	1	18
318	2	0	1	75
318	2	1	1	66
318	2	2	1	6
318	2	3	1	60
318	2	4	1	39
318	3	0	1	12
318	3	1	1	6
318	3	2	1	60
318	3	3	1	9
318	3	4	1	15
318	4	0	1	24
318	4	1	1	18
318	4	2	1	39
318	4	3	1	15
318	4	4	1	12
317	0	0	1	9
317	0	1	1	15
317	0	2	1	75
317	0	3	1	12
317	0	4	1	24
317	1	0	1	15
317	1	1	1	6
317	1	2	1	66
317	1	3	1	6
317	1	4	1	18
317	2	0	1	75
317	2	1	1	66
317	2	2	1	6
317	2	3	1	60
317	2	4	1	39
317	3	0	1	12
317	3	1	1	6
317	3	2	1	60
317	3	3	1	9
317	3	4	1	15
317	4	0	1	24
317	4	1	1	18
317	4	2	1	39
317	4	3	1	15
317	4	4	1	12
316	0	0	1	9
316	0	1	1	15
316	0	2	1	75
316	0	3	1	12
316	0	4	1	24
316	1	0	1	15
316	1	1	1	6
316	1	2	1	66
316	1	3	1	6
316	1	4	1	18
316	2	0	1	75
316	2	1	1	66
316	2	2	1	6
316	2	3	1	60
316	2	4	1	39
316	3	0	1	12
316	3	1	1	6
316	3	2	1	60
316	3	3	1	9
316	3	4	1	15
316	4	0	1	24
316	4	1	1	18
316	4	2	1	39
316	4	3	1	15
316	4	4	1	12
315	0	0	1	9
315	0	1	1	15
315	0	2	1	75
315	0	3	1	12
315	0	4	1	24
315	1	0	1	15
315	1	1	1	6
315	1	2	1	66
315	1	3	1	6
315	1	4	1	18
315	2	0	1	75
315	2	1	1	66
315	2	2	1	6
315	2	3	1	60
315	2	4	1	39
315	3	0	1	12
315	3	1	1	6
315	3	2	1	60
315	3	3	1	9
315	3	4	1	15
315	4	0	1	24
315	4	1	1	18
315	4	2	1	39
315	4	3	1	15
315	4	4	1	12
314	0	0	1	9
314	0	1	1	15
314	0	2	1	75
314	0	3	1	12
314	0	4	1	24
314	1	0	1	15
314	1	1	1	6
314	1	2	1	66
314	1	3	1	6
314	1	4	1	18
314	2	0	1	75
314	2	1	1	66
314	2	2	1	6
314	2	3	1	60
314	2	4	1	39
314	3	0	1	12
314	3	1	1	6
314	3	2	1	60
314	3	3	1	9
314	3	4	1	15
314	4	0	1	24
314	4	1	1	18
314	4	2	1	39
314	4	3	1	15
314	4	4	1	12
313	0	0	1	9
313	0	1	1	15
313	0	2	1	75
313	0	3	1	12
313	0	4	1	24
313	1	0	1	15
313	1	1	1	6
313	1	2	1	66
313	1	3	1	6
313	1	4	1	18
313	2	0	1	75
313	2	1	1	66
313	2	2	1	6
313	2	3	1	60
313	2	4	1	39
313	3	0	1	12
313	3	1	1	6
313	3	2	1	60
313	3	3	1	9
313	3	4	1	15
313	4	0	1	24
313	4	1	1	18
313	4	2	1	39
313	4	3	1	15
313	4	4	1	12
312	0	0	1	9
312	0	1	1	15
312	0	2	1	75
312	0	3	1	12
312	0	4	1	24
312	1	0	1	15
312	1	1	1	6
312	1	2	1	66
312	1	3	1	6
312	1	4	1	18
312	2	0	1	75
312	2	1	1	66
312	2	2	1	6
312	2	3	1	60
312	2	4	1	39
312	3	0	1	12
312	3	1	1	6
312	3	2	1	60
312	3	3	1	9
312	3	4	1	15
312	4	0	1	24
312	4	1	1	18
312	4	2	1	39
312	4	3	1	15
312	4	4	1	12
311	0	0	1	9
311	0	1	1	15
311	0	2	1	75
311	0	3	1	12
311	0	4	1	24
311	1	0	1	15
311	1	1	1	6
311	1	2	1	66
311	1	3	1	6
311	1	4	1	18
311	2	0	1	75
311	2	1	1	66
311	2	2	1	6
311	2	3	1	60
311	2	4	1	39
311	3	0	1	12
311	3	1	1	6
311	3	2	1	60
311	3	3	1	9
311	3	4	1	15
311	4	0	1	24
311	4	1	1	18
311	4	2	1	39
311	4	3	1	15
311	4	4	1	12
310	0	0	1	9
310	0	1	1	15
310	0	2	1	75
310	0	3	1	12
310	0	4	1	24
310	1	0	1	15
310	1	1	1	6
310	1	2	1	66
310	1	3	1	6
310	1	4	1	18
310	2	0	1	75
310	2	1	1	66
310	2	2	1	6
310	2	3	1	60
310	2	4	1	39
310	3	0	1	12
310	3	1	1	6
310	3	2	1	60
310	3	3	1	9
310	3	4	1	15
310	4	0	1	24
310	4	1	1	18
310	4	2	1	39
310	4	3	1	15
310	4	4	1	12
309	0	0	1	9
309	0	1	1	15
309	0	2	1	75
309	0	3	1	12
309	0	4	1	24
309	1	0	1	15
309	1	1	1	6
309	1	2	1	66
309	1	3	1	6
309	1	4	1	18
309	2	0	1	75
309	2	1	1	66
309	2	2	1	6
309	2	3	1	60
309	2	4	1	39
309	3	0	1	12
309	3	1	1	6
309	3	2	1	60
309	3	3	1	9
309	3	4	1	15
309	4	0	1	24
309	4	1	1	18
309	4	2	1	39
309	4	3	1	15
309	4	4	1	12
308	0	0	1	9
308	0	1	1	15
308	0	2	1	75
308	0	3	1	12
308	0	4	1	24
308	1	0	1	15
308	1	1	1	6
308	1	2	1	66
308	1	3	1	6
308	1	4	1	18
308	2	0	1	75
308	2	1	1	66
308	2	2	1	6
308	2	3	1	60
308	2	4	1	39
308	3	0	1	12
308	3	1	1	6
308	3	2	1	60
308	3	3	1	9
308	3	4	1	15
308	4	0	1	24
308	4	1	1	18
308	4	2	1	39
308	4	3	1	15
308	4	4	1	12
307	0	0	1	9
307	0	1	1	15
307	0	2	1	75
307	0	3	1	12
307	0	4	1	24
307	1	0	1	15
307	1	1	1	6
307	1	2	1	66
307	1	3	1	6
307	1	4	1	18
307	2	0	1	75
307	2	1	1	66
307	2	2	1	6
307	2	3	1	60
307	2	4	1	39
307	3	0	1	12
307	3	1	1	6
307	3	2	1	60
307	3	3	1	9
307	3	4	1	15
307	4	0	1	24
307	4	1	1	18
307	4	2	1	39
307	4	3	1	15
307	4	4	1	12
306	0	0	1	9
306	0	1	1	15
306	0	2	1	75
306	0	3	1	12
306	0	4	1	24
306	1	0	1	15
306	1	1	1	6
306	1	2	1	66
306	1	3	1	6
306	1	4	1	18
306	2	0	1	75
306	2	1	1	66
306	2	2	1	6
306	2	3	1	60
306	2	4	1	39
306	3	0	1	12
306	3	1	1	6
306	3	2	1	60
306	3	3	1	9
306	3	4	1	15
306	4	0	1	24
306	4	1	1	18
306	4	2	1	39
306	4	3	1	15
306	4	4	1	12
305	0	0	1	9
305	0	1	1	15
305	0	2	1	75
305	0	3	1	12
305	0	4	1	24
305	1	0	1	15
305	1	1	1	6
305	1	2	1	66
305	1	3	1	6
305	1	4	1	18
305	2	0	1	75
305	2	1	1	66
305	2	2	1	6
305	2	3	1	60
305	2	4	1	39
305	3	0	1	12
305	3	1	1	6
305	3	2	1	60
305	3	3	1	9
305	3	4	1	15
305	4	0	1	24
305	4	1	1	18
305	4	2	1	39
305	4	3	1	15
305	4	4	1	12
304	0	0	1	9
304	0	1	1	15
304	0	2	1	75
304	0	3	1	12
304	0	4	1	24
304	1	0	1	15
304	1	1	1	6
304	1	2	1	66
304	1	3	1	6
304	1	4	1	18
304	2	0	1	75
304	2	1	1	66
304	2	2	1	6
304	2	3	1	60
304	2	4	1	39
304	3	0	1	12
304	3	1	1	6
304	3	2	1	60
304	3	3	1	9
304	3	4	1	15
304	4	0	1	24
