T	Type	Pickup	Origin	Destination	Region	Rate	Payoff
10	Travel	0.0	2.0	0.0			1
10	Travel	1.0	2.0	1.0			1
10	Travel	0.0	2.0	1.0			1
10	Travel	1.0	2.0	2.0			1
10	Travel	0.0	2.0	2.0			1
10	Travel	1.0	2.0	3.0			1
10	Travel	0.0	2.0	3.0			1
10	Travel	1.0	3.0	0.0			1
10	Travel	0.0	3.0	0.0			1
10	Travel	1.0	3.0	1.0			1
10	Travel	0.0	3.0	1.0			1
10	Travel	1.0	3.0	2.0			1
10	Travel	0.0	3.0	2.0			1
10	Travel	1.0	3.0	3.0			1
10	Travel	0.0	3.0	3.0			1
10	Travel				0.0	24.0	0
10	Travel				1.0	24.0	0
10	Travel				2.0	24.0	0
10	Travel				3.0	24.0	0
11	Travel	1.0	0.0	0.0			1
11	Travel	0.0	0.0	0.0			1
11	Travel	1.0	0.0	1.0			1
11	Travel	0.0	0.0	1.0			1
11	Travel	1.0	0.0	2.0			1
11	Travel	0.0	0.0	2.0			1
11	Travel	1.0	0.0	3.0			1
11	Travel	0.0	0.0	3.0			1
11	Travel	1.0	1.0	0.0			1
11	Travel	0.0	1.0	0.0			1
11	Travel	1.0	1.0	1.0			1
11	Travel	0.0	1.0	1.0			1
11	Travel	1.0	1.0	2.0			1
11	Travel	0.0	1.0	2.0			1
11	Travel	1.0	1.0	3.0			1
11	Travel	0.0	1.0	3.0			1
11	Travel	1.0	2.0	0.0			1
11	Travel	0.0	2.0	0.0			1
11	Travel	1.0	2.0	1.0			1
11	Travel	0.0	2.0	1.0			1
11	Travel	1.0	2.0	2.0			1
11	Travel	0.0	2.0	2.0			1
11	Travel	1.0	2.0	3.0			1
11	Travel	0.0	2.0	3.0			1
11	Travel	1.0	3.0	0.0			1
11	Travel	0.0	3.0	0.0			1
11	Travel	1.0	3.0	1.0			1
11	Travel	0.0	3.0	1.0			1
11	Travel	1.0	3.0	2.0			1
11	Travel	0.0	3.0	2.0			1
11	Travel	1.0	3.0	3.0			1
11	Travel	0.0	3.0	3.0			1
11	Travel				0.0	24.0	0
11	Travel				1.0	24.0	0
11	Travel				2.0	24.0	0
11	Travel				3.0	24.0	0
12	Travel	1.0	0.0	0.0			1
12	Travel	0.0	0.0	0.0			1
12	Travel	1.0	0.0	1.0			1
12	Travel	0.0	0.0	1.0			1
12	Travel	1.0	0.0	2.0			1
12	Travel	0.0	0.0	2.0			1
12	Travel	1.0	0.0	3.0			1
12	Travel	0.0	0.0	3.0			1
12	Travel	1.0	1.0	0.0			1
12	Travel	0.0	1.0	0.0			1
12	Travel	1.0	1.0	1.0			1
12	Travel	0.0	1.0	1.0			1
12	Travel	1.0	1.0	2.0			1
12	Travel	0.0	1.0	2.0			1
12	Travel	1.0	1.0	3.0			1
12	Travel	0.0	1.0	3.0			1
12	Travel	1.0	2.0	0.0			1
12	Travel	0.0	2.0	0.0			1
12	Travel	1.0	2.0	1.0			1
12	Travel	0.0	2.0	1.0			1
12	Travel	1.0	2.0	2.0			1
12	Travel	0.0	2.0	2.0			1
12	Travel	1.0	2.0	3.0			1
12	Travel	0.0	2.0	3.0			1
12	Travel	1.0	3.0	0.0			1
12	Travel	0.0	3.0	0.0			1
12	Travel	1.0	3.0	1.0			1
12	Travel	0.0	3.0	1.0			1
12	Travel	1.0	3.0	2.0			1
12	Travel	0.0	3.0	2.0			1
12	Travel	1.0	3.0	3.0			1
12	Travel	0.0	3.0	3.0			1
12	Travel				0.0	24.0	0
12	Travel				1.0	24.0	0
12	Travel				2.0	24.0	0
12	Travel				3.0	24.0	0
13	Travel	1.0	0.0	0.0			1
13	Travel	0.0	0.0	0.0			1
13	Travel	1.0	0.0	1.0			1
13	Travel	0.0	0.0	1.0			1
13	Travel	1.0	0.0	2.0			1
13	Travel	0.0	0.0	2.0			1
13	Travel	1.0	0.0	3.0			1
13	Travel	0.0	0.0	3.0			1
13	Travel	1.0	1.0	0.0			1
13	Travel	0.0	1.0	0.0			1
13	Travel	1.0	1.0	1.0			1
13	Travel	0.0	1.0	1.0			1
13	Travel	1.0	1.0	2.0			1
13	Travel	0.0	1.0	2.0			1
13	Travel	1.0	1.0	3.0			1
13	Travel	0.0	1.0	3.0			1
13	Travel	1.0	2.0	0.0			1
13	Travel	0.0	2.0	0.0			1
13	Travel	1.0	2.0	1.0			1
13	Travel	0.0	2.0	1.0			1
13	Travel	1.0	2.0	2.0			1
13	Travel	0.0	2.0	2.0			1
13	Travel	1.0	2.0	3.0			1
13	Travel	0.0	2.0	3.0			1
13	Travel	1.0	3.0	0.0			1
13	Travel	0.0	3.0	0.0			1
13	Travel	1.0	3.0	1.0			1
13	Travel	0.0	3.0	1.0			1
13	Travel	1.0	3.0	2.0			1
13	Travel	0.0	3.0	2.0			1
13	Travel	1.0	3.0	3.0			1
13	Travel	0.0	3.0	3.0			1
13	Travel				0.0	24.0	0
13	Travel				1.0	24.0	0
13	Travel				2.0	24.0	0
13	Travel				3.0	24.0	0
14	Travel	1.0	0.0	0.0			1
14	Travel	0.0	0.0	0.0			1
14	Travel	1.0	0.0	1.0			1
14	Travel	0.0	0.0	1.0			1
14	Travel	1.0	0.0	2.0			1
14	Travel	0.0	0.0	2.0			1
14	Travel	1.0	0.0	3.0			1
14	Travel	0.0	0.0	3.0			1
14	Travel	1.0	1.0	0.0			1
14	Travel	0.0	1.0	0.0			1
14	Travel	1.0	1.0	1.0			1
14	Travel	0.0	1.0	1.0			1
14	Travel	1.0	1.0	2.0			1
14	Travel	0.0	1.0	2.0			1
14	Travel	1.0	1.0	3.0			1
14	Travel	0.0	1.0	3.0			1
14	Travel	1.0	2.0	0.0			1
14	Travel	0.0	2.0	0.0			1
14	Travel	1.0	2.0	1.0			1
14	Travel	0.0	2.0	1.0			1
14	Travel	1.0	2.0	2.0			1
14	Travel	0.0	2.0	2.0			1
14	Travel	1.0	2.0	3.0			1
14	Travel	0.0	2.0	3.0			1
14	Travel	1.0	3.0	0.0			1
14	Travel	0.0	3.0	0.0			1
14	Travel	1.0	3.0	1.0			1
14	Travel	0.0	3.0	1.0			1
14	Travel	1.0	3.0	2.0			1
14	Travel	0.0	3.0	2.0			1
14	Travel	1.0	3.0	3.0			1
14	Travel	0.0	3.0	3.0			1
14	Travel				0.0	24.0	0
14	Travel				1.0	24.0	0
14	Travel				2.0	24.0	0
14	Travel				3.0	24.0	0
15	Travel	1.0	0.0	0.0			1
15	Travel	0.0	0.0	0.0			1
15	Travel	1.0	0.0	1.0			1
15	Travel	0.0	0.0	1.0			1
15	Travel	1.0	0.0	2.0			1
15	Travel	0.0	0.0	2.0			1
15	Travel	1.0	0.0	3.0			1
15	Travel	0.0	0.0	3.0			1
15	Travel	1.0	1.0	0.0			1
15	Travel	0.0	1.0	0.0			1
15	Travel	1.0	1.0	1.0			1
15	Travel	0.0	1.0	1.0			1
15	Travel	1.0	1.0	2.0			1
15	Travel	0.0	1.0	2.0			1
15	Travel	1.0	1.0	3.0			1
15	Travel	0.0	1.0	3.0			1
15	Travel	1.0	2.0	0.0			1
15	Travel	0.0	2.0	0.0			1
15	Travel	1.0	2.0	1.0			1
15	Travel	0.0	2.0	1.0			1
15	Travel	1.0	2.0	2.0			1
15	Travel	0.0	2.0	2.0			1
15	Travel	1.0	2.0	3.0			1
15	Travel	0.0	2.0	3.0			1
15	Travel	1.0	3.0	0.0			1
15	Travel	0.0	3.0	0.0			1
15	Travel	1.0	3.0	1.0			1
15	Travel	0.0	3.0	1.0			1
15	Travel	1.0	3.0	2.0			1
15	Travel	0.0	3.0	2.0			1
15	Travel	1.0	3.0	3.0			1
15	Travel	0.0	3.0	3.0			1
15	Travel				0.0	24.0	0
15	Travel				1.0	24.0	0
15	Travel				2.0	24.0	0
15	Travel				3.0	24.0	0
16	Travel	1.0	0.0	0.0			1
16	Travel	0.0	0.0	0.0			1
16	Travel	1.0	0.0	1.0			1
16	Travel	0.0	0.0	1.0			1
16	Travel	1.0	0.0	2.0			1
16	Travel	0.0	0.0	2.0			1
16	Travel	1.0	0.0	3.0			1
16	Travel	0.0	0.0	3.0			1
16	Travel	1.0	1.0	0.0			1
16	Travel	0.0	1.0	0.0			1
16	Travel	1.0	1.0	1.0			1
16	Travel	0.0	1.0	1.0			1
16	Travel	1.0	1.0	2.0			1
16	Travel	0.0	1.0	2.0			1
16	Travel	1.0	1.0	3.0			1
16	Travel	0.0	1.0	3.0			1
16	Travel	1.0	2.0	0.0			1
16	Travel	0.0	2.0	0.0			1
16	Travel	1.0	2.0	1.0			1
16	Travel	0.0	2.0	1.0			1
16	Travel	1.0	2.0	2.0			1
16	Travel	0.0	2.0	2.0			1
16	Travel	1.0	2.0	3.0			1
16	Travel	0.0	2.0	3.0			1
16	Travel	1.0	3.0	0.0			1
16	Travel	0.0	3.0	0.0			1
16	Travel	1.0	3.0	1.0			1
16	Travel	0.0	3.0	1.0			1
16	Travel	1.0	3.0	2.0			1
16	Travel	0.0	3.0	2.0			1
16	Travel	1.0	3.0	3.0			1
16	Travel	0.0	3.0	3.0			1
16	Travel				0.0	24.0	0
16	Travel				1.0	24.0	0
16	Travel				2.0	24.0	0
16	Travel				3.0	24.0	0
17	Travel	1.0	0.0	0.0			1
17	Travel	0.0	0.0	0.0			1
17	Travel	1.0	0.0	1.0			1
17	Travel	0.0	0.0	1.0			1
17	Travel	1.0	0.0	2.0			1
17	Travel	0.0	0.0	2.0			1
17	Travel	1.0	0.0	3.0			1
17	Travel	0.0	0.0	3.0			1
17	Travel	1.0	1.0	0.0			1
17	Travel	0.0	1.0	0.0			1
17	Travel	1.0	1.0	1.0			1
17	Travel	0.0	1.0	1.0			1
17	Travel	1.0	1.0	2.0			1
17	Travel	0.0	1.0	2.0			1
17	Travel	1.0	1.0	3.0			1
17	Travel	0.0	1.0	3.0			1
17	Travel	1.0	2.0	0.0			1
17	Travel	0.0	2.0	0.0			1
17	Travel	1.0	2.0	1.0			1
17	Travel	0.0	2.0	1.0			1
17	Travel	1.0	2.0	2.0			1
17	Travel	0.0	2.0	2.0			1
17	Travel	1.0	2.0	3.0			1
17	Travel	0.0	2.0	3.0			1
17	Travel	1.0	3.0	0.0			1
17	Travel	0.0	3.0	0.0			1
17	Travel	1.0	3.0	1.0			1
17	Travel	0.0	3.0	1.0			1
17	Travel	1.0	3.0	2.0			1
17	Travel	0.0	3.0	2.0			1
17	Travel	1.0	3.0	3.0			1
17	Travel	0.0	3.0	3.0			1
17	Travel				0.0	24.0	0
17	Travel				1.0	24.0	0
17	Travel				2.0	24.0	0
17	Travel				3.0	24.0	0
18	Travel	1.0	0.0	0.0			1
18	Travel	0.0	0.0	0.0			1
18	Travel	1.0	0.0	1.0			1
18	Travel	0.0	0.0	1.0			1
18	Travel	1.0	0.0	2.0			1
18	Travel	0.0	0.0	2.0			1
18	Travel	1.0	0.0	3.0			1
18	Travel	0.0	0.0	3.0			1
18	Travel	1.0	1.0	0.0			1
18	Travel	0.0	1.0	0.0			1
18	Travel	1.0	1.0	1.0			1
18	Travel	0.0	1.0	1.0			1
18	Travel	1.0	1.0	2.0			1
18	Travel	0.0	1.0	2.0			1
18	Travel	1.0	1.0	3.0			1
18	Travel	0.0	1.0	3.0			1
18	Travel	1.0	2.0	0.0			1
18	Travel	0.0	2.0	0.0			1
18	Travel	1.0	2.0	1.0			1
18	Travel	0.0	2.0	1.0			1
18	Travel	1.0	2.0	2.0			1
18	Travel	0.0	2.0	2.0			1
18	Travel	1.0	2.0	3.0			1
18	Travel	0.0	2.0	3.0			1
18	Travel	1.0	3.0	0.0			1
18	Travel	0.0	3.0	0.0			1
18	Travel	1.0	3.0	1.0			1
18	Travel	0.0	3.0	1.0			1
18	Travel	1.0	3.0	2.0			1
18	Travel	0.0	3.0	2.0			1
18	Travel	1.0	3.0	3.0			1
18	Travel	0.0	3.0	3.0			1
18	Travel				0.0	24.0	0
18	Travel				1.0	24.0	0
18	Travel				2.0	24.0	0
18	Travel				3.0	24.0	0
19	Travel	1.0	0.0	0.0			1
19	Travel	0.0	0.0	0.0			1
19	Travel	1.0	0.0	1.0			1
19	Travel	0.0	0.0	1.0			1
19	Travel	1.0	0.0	2.0			1
19	Travel	0.0	0.0	2.0			1
19	Travel	1.0	0.0	3.0			1
19	Travel	0.0	0.0	3.0			1
19	Travel	1.0	1.0	0.0			1
19	Travel	0.0	1.0	0.0			1
19	Travel	1.0	1.0	1.0			1
19	Travel	0.0	1.0	1.0			1
19	Travel	1.0	1.0	2.0			1
19	Travel	0.0	1.0	2.0			1
19	Travel	1.0	1.0	3.0			1
19	Travel	0.0	1.0	3.0			1
19	Travel	1.0	2.0	0.0			1
19	Travel	0.0	2.0	0.0			1
19	Travel	1.0	2.0	1.0			1
19	Travel	0.0	2.0	1.0			1
19	Travel	1.0	2.0	2.0			1
19	Travel	0.0	2.0	2.0			1
19	Travel	1.0	2.0	3.0			1
19	Travel	0.0	2.0	3.0			1
19	Travel	1.0	3.0	0.0			1
19	Travel	0.0	3.0	0.0			1
19	Travel	1.0	3.0	1.0			1
19	Travel	0.0	3.0	1.0			1
